,2800,2810,2820,2829,2840,2850,2859,2869,2880,2890,2900,2910,2920,2924,2930,2935,2940,2945,2950,2954,2960,2965,2969,2980,2990,2999,3009,3020,3030,3040
17-May-19,0.172582073,0.16747179,0.162971859,0.157844982,0.152634869,0.146975651,0.142331686,0.137363358,0.132091999,0.126800165,0.121644716,0.116740656,0.11181509,0.109387903,0.10734726,0.104985104,0.102941294,0.100764046,0.0986483,0.096928864,0.095012445,0.093291273,0.091843176,0.089457026,0.087832432,0.086605253,0.087081995,0.088629427,0.089573421,0.092014885
21-Jun-19,0.156276999,0.153253689,0.15029768,0.147095022,0.143902149,0.140552473,0.137538023,0.134252167,0.130987301,0.127532616,0.124440384,0.121164322,0.118173103,0.116643086,0.11503006,0.113453531,0.112025785,0.110624065,0.109122286,0.107756615,0.106403132,0.105185375,0.103978462,0.101454468,0.09938035,0.097694683,0.095994511,0.094783411,0.094022045,0.093574476
19-Jul-19,0.155623016,0.153272142,0.150555964,0.147902479,0.145289965,0.142596541,0.140005856,0.137315979,0.134249458,0.131551695,0.128859196,0.126244097,0.123503485,0.122124224,0.120867357,0.119661112,0.118334541,0.116977549,0.115776119,0.11444272,0.113164024,0.112035542,0.110763874,0.108617916,0.106418982,0.104423618,0.102540026,0.100785294,0.099134912,0.098001928
16-Aug-19,0.157497187,0.155154934,0.15281147,0.150526648,0.148124867,0.145855656,0.14328063,0.140733023,0.138415861,0.135967569,0.133573093,0.131300383,0.128894539,0.12773818,0.126503229,0.125348425,0.124191885,0.123031282,0.121783896,0.120690813,0.11942523,0.118393459,0.117266941,0.115084019,0.112978697,0.110921288,0.108948841,0.107148171,0.105533629,0.103821669
20-Sep-19,0.206102066,0.201507721,0.196988449,0.192462235,0.187663059,0.182966309,0.178104305,0.173476353,0.168531303,0.163787022,0.158731699,0.153725748,0.148512945,0.143068628,0.137835169,0.132544975,0.1273139,0.122222128,0.117364302,0.112823868,0.108776302,0.105293551,0.10261385,0.100766401,0.099622698,0.099451675,0.100024071,0.100841723,0.102089367,0.103985214
18-Oct-19,0.203591309,0.199396954,0.195233097,0.190955257,0.186711788,0.182371349,0.17797245,0.173705597,0.169098969,0.164634838,0.160074463,0.155330267,0.15067193,0.145812626,0.14092227,0.135989199,0.131197138,0.126388159,0.121633663,0.117239056,0.113141756,0.109561529,0.106531086,0.103970709,0.102194443,0.101276474,0.100824137,0.101204023,0.102008352,0.10300354
20-Dec-19,0.199071655,0.195711231,0.192181454,0.188548336,0.184721241,0.180898705,0.177114563,0.173329868,0.169423122,0.165443554,0.161498184,0.15729456,0.153084393,0.148815451,0.144649067,0.140438709,0.136194019,0.131872263,0.127799473,0.123736324,0.119789276,0.11615819,0.112973414,0.109951544,0.107291679,0.105418158,0.103865204,0.103007727,0.102678299,0.102693873
17-Jan-20,0.197204227,0.193960476,0.190422058,0.187015896,0.183567467,0.179924202,0.176265965,0.172685852,0.168886299,0.165335732,0.161433582,0.157595816,0.15356225,0.149616709,0.145492477,0.14159339,0.137505932,0.133457842,0.129509535,0.125655756,0.121886139,0.118274765,0.115091152,0.112058964,0.109468546,0.107127876,0.105425215,0.10410593,0.103282623,0.102807741
20-Mar-20,0.195636673,0.192787113,0.189930973,0.186809959,0.183547077,0.180361996,0.17706295,0.173741474,0.170411663,0.166980743,0.163474846,0.160066376,0.156383934,0.152790012,0.149155722,0.145514841,0.141830444,0.138179789,0.134541674,0.131074257,0.127598791,0.124204502,0.121117516,0.118031015,0.115256233,0.112825079,0.110574389,0.108706827,0.107130604,0.105899973
19-Jun-20,0.194425888,0.191518593,0.188742485,0.186177654,0.183242931,0.180539684,0.17770361,0.174764404,0.171860619,0.168889771,0.165973244,0.162960072,0.159921436,0.156842527,0.153756418,0.150637655,0.147506409,0.144449167,0.141325865,0.138248777,0.135251494,0.132336426,0.129589739,0.12681222,0.124144468,0.121690464,0.119422112,0.117311506,0.115358477,0.113581743
18-Dec-20,0.192980766,0.19080986,0.188619251,0.186694622,0.184442482,0.182194958,0.179783306,0.177505856,0.175192928,0.172998657,0.170626049,0.168327198,0.166078682,0.163620319,0.161266995,0.158773155,0.156410437,0.154167805,0.151827564,0.149544668,0.147165823,0.144895964,0.142596989,0.140330753,0.138271017,0.136125784,0.134071932,0.132071657,0.130085592,0.128152876
17-Dec-21,0.194805622,0.19156805,0.190029354,0.188393154,0.186913872,0.185252152,0.183765278,0.182099342,0.180516625,0.178980789,0.177722664,0.176118774,0.174117813,0.172614517,0.171394959,0.169801045,0.168258877,0.166345043,0.165177403,0.163327084,0.16213068,0.160611363,0.158711348,0.157598076,0.155791798,0.154351397,0.152997379,0.151872788,0.150521927,0.149170351
